No	Mchn	EnNo		Name		Mode	IOMd	DateTime	
000001	1	000000001	                	20	0	2017/08/19  13:23:04
000002	1	000000002	                	20	0	2017/08/19  13:25:47
000003	1	000000001	                	20	0	2017/08/19  13:25:57
000004	1	000000001	                	2	0	2017/08/19  13:30:33
000005	1	000000101	                	20	0	2017/08/19  14:16:00
000006	1	000000005	                	20	0	2017/08/19  14:18:01
000007	1	000000101	                	20	0	2017/08/19  14:22:07
000008	1	000000005	                	20	0	2017/08/19  14:28:28
000009	1	000000005	                	20	0	2017/08/19  14:29:30
000010	1	000000005	                	20	0	2017/08/19  14:32:21
000011	1	000000101	                	20	0	2017/08/19  14:32:48
000012	1	000000005	                	20	0	2017/08/19  14:34:40
000013	1	000000005	                	20	0	2017/08/19  14:40:35
000014	1	000000101	                	20	0	2017/08/19  14:43:50
000015	1	000000101	                	20	0	2017/08/19  14:44:53
000016	1	000000005	                	20	0	2017/08/19  14:47:37
000017	1	000000101	                	20	0	2017/08/19  15:28:32
000018	1	000000121	                	20	0	2017/08/19  15:33:03
000019	1	000000102	                	20	0	2017/08/19  15:35:28
000020	1	000000101	                	20	0	2017/08/19  16:08:42
000021	1	000000104	                	20	0	2017/08/21  08:11:22
000022	1	000000101	                	20	0	2017/08/21  10:08:42
000023	1	000000101	                	20	0	2017/08/21  10:10:13
000024	1	000000101	                	20	0	2017/08/21  10:12:27
000025	1	000000101	                	20	0	2017/08/21  13:55:14
000026	1	000000153	                	20	0	2017/08/21  13:57:54
000027	1	000000104	                	20	0	2017/08/21  16:15:22
000028	1	000000106	                	20	0	2017/08/22  07:53:10
000029	1	000000104	                	20	0	2017/08/22  08:15:14
000030	1	000099999	                	2	0	2017/08/22  12:47:21
000031	1	000099999	                	2	0	2017/08/22  12:49:25
000032	1	000099999	                	2	0	2017/08/22  14:28:47
000033	1	000099999	                	2	0	2017/08/22  14:30:28
000034	1	000099999	                	2	0	2017/08/22  14:57:57
000035	1	000000018	                	20	0	2017/08/22  15:00:18
000036	1	000000119	                	20	0	2017/08/22  16:02:48
000037	1	000000104	                	20	0	2017/08/22  16:34:35
000038	1	000000027	                	20	0	2017/08/23  07:59:30
000039	1	000000121	                	20	0	2017/08/23  08:03:44
000040	1	000099999	                	2	0	2017/08/23  09:39:34
000041	1	000099999	                	2	0	2017/08/23  10:46:58
000042	1	000000341	                	20	0	2017/08/23  14:27:54
000043	1	000000288	                	20	0	2017/08/23  14:29:39
000044	1	000000235	                	20	0	2017/08/23  14:30:57
000045	1	000000032	                	20	0	2017/08/23  14:34:58
000046	1	000000270	                	20	0	2017/08/24  07:47:09
000047	1	000099999	                	2	0	2017/08/24  07:55:54
000048	1	000000045	                	20	0	2017/08/24  07:56:58
000049	1	000000338	                	20	0	2017/08/24  07:58:00
000050	1	000099999	                	2	0	2017/08/24  09:25:00
000051	1	000099999	                	2	0	2017/08/24  10:35:51
000052	1	000000338	                	20	0	2017/08/24  13:53:38
000053	1	000000063	                	20	0	2017/08/24  14:21:23
000054	1	000000288	                	20	0	2017/08/24  14:21:48
000055	1	000000335	                	20	0	2017/08/24  14:22:10
000056	1	000000042	                	20	0	2017/08/24  14:26:39
000057	1	000000042	                	20	0	2017/08/24  14:28:17
000058	1	000000338	                	20	0	2017/08/25  07:41:25
000059	1	000000042	                	20	0	2017/08/25  07:44:05
000060	1	000000338	                	20	0	2017/08/25  13:53:58
000061	1	000000104	                	20	0	2017/08/25  16:08:22
000062	1	000000104	                	20	0	2017/08/26  08:09:41
000063	1	000000338	                	20	0	2017/08/26  08:28:17
000064	1	000000288	                	20	0	2017/08/26  14:20:25
000065	1	000000335	                	20	0	2017/08/26  14:21:42
000066	1	000000321	                	20	0	2017/08/26  14:21:46
000067	1	000000042	                	20	0	2017/08/26  14:29:13
000068	1	000000338	                	20	0	2017/08/26  14:37:12
000069	1	000000045	                	20	0	2017/08/26  15:07:24
000070	1	000000047	                	20	0	2017/08/26  15:09:16
000071	1	000000038	                	20	0	2017/08/26  16:10:21
000072	1	000000101	                	20	0	2017/08/26  16:11:57
000073	1	000000338	                	20	0	2017/08/28  07:38:42
000074	1	000000106	                	20	0	2017/08/28  07:43:37
000075	1	000000042	                	20	0	2017/08/28  07:43:44
000076	1	000000270	                	20	0	2017/08/28  07:44:08
000077	1	000000033	                	20	0	2017/08/28  07:45:31
000078	1	000000101	                	20	0	2017/08/28  07:50:05
000079	1	000000338	                	20	0	2017/08/28  13:51:37
000080	1	000000270	                	20	0	2017/08/28  14:20:46
000081	1	000000101	                	20	0	2017/08/28  17:25:38
000082	1	000000338	                	20	0	2017/08/29  07:39:08
000083	1	000000042	                	20	0	2017/08/29  07:43:18
000084	1	000000101	                	20	0	2017/08/29  07:50:11
000085	1	000000338	                	20	0	2017/08/29  13:53:24
000086	1	000000270	                	20	0	2017/08/29  14:26:21
000087	1	000000042	                	20	0	2017/08/29  14:34:27
000088	1	000000099	                	20	0	2017/08/29  15:31:30
000089	1	000000335	                	20	0	2017/08/30  07:39:36
000090	1	000000338	                	20	0	2017/08/30  07:41:49
000091	1	000000106	                	20	0	2017/08/30  07:43:46
000092	1	000000042	                	20	0	2017/08/30  07:43:59
000093	1	000000101	                	20	0	2017/08/30  07:45:19
000094	1	000099999	                	2	0	2017/08/30  07:46:13
000095	1	000000004	                	20	0	2017/08/30  07:47:47
000096	1	000000051	                	20	0	2017/08/30  07:53:55
000097	1	000000035	                	20	0	2017/08/30  08:05:30
000098	1	000000338	                	20	0	2017/08/30  13:51:53
000099	1	000000335	                	20	0	2017/08/30  14:20:46
000100	1	000000270	                	20	0	2017/08/30  14:22:54
000101	1	000000042	                	20	0	2017/08/30  14:43:42
000102	1	000000338	                	20	0	2017/08/31  07:39:02
000103	1	000000270	                	20	0	2017/08/31  07:40:18
000104	1	000000104	                	20	0	2017/08/31  07:44:17
000105	1	000000042	                	20	0	2017/08/31  07:44:23
000106	1	000000335	                	20	0	2017/08/31  07:44:30
000107	1	000000328	                	20	0	2017/08/31  07:44:56
000108	1	000000338	                	20	0	2017/08/31  13:51:27
000109	1	000000042	                	20	0	2017/08/31  14:26:57
000110	1	000000270	                	20	0	2017/08/31  14:41:34
000111	1	000000035	                	20	0	2017/08/31  15:01:49
000112	1	000000101	                	20	0	2017/09/01  07:35:36
000113	1	000000338	                	20	0	2017/09/01  07:42:13
000114	1	000000017	                	20	0	2017/09/01  07:44:50
000115	1	000000042	                	20	0	2017/09/01  08:08:58
000116	1	000000035	                	20	0	2017/09/01  08:21:10
000117	1	000000335	                	20	0	2017/09/01  14:20:45
000118	1	000000338	                	20	0	2017/09/01  14:22:35
000119	1	000000270	                	20	0	2017/09/01  14:23:37
000120	1	000000017	                	20	0	2017/09/01  14:24:16
000121	1	000000042	                	20	0	2017/09/01  14:30:06
000122	1	000000104	                	20	0	2017/09/01  17:27:41
000123	1	000000288	                	20	0	2017/09/04  07:38:50
000124	1	000000338	                	20	0	2017/09/04  07:39:02
000125	1	000000042	                	20	0	2017/09/04  07:41:54
000126	1	000000101	                	20	0	2017/09/04  07:43:51
000127	1	000000270	                	20	0	2017/09/04  07:44:00
000128	1	000000013	                	20	0	2017/09/04  07:46:01
000129	1	000000104	                	20	0	2017/09/04  07:52:10
000130	1	000000017	                	20	0	2017/09/04  07:57:03
000131	1	000000035	                	20	0	2017/09/04  12:31:21
000132	1	000000042	                	20	0	2017/09/04  14:21:41
000133	1	000000335	                	20	0	2017/09/04  14:26:56
000134	1	000000338	                	20	0	2017/09/04  14:51:55
000135	1	000000104	                	20	0	2017/09/05  08:17:49
000136	1	000000042	                	20	0	2017/09/05  08:41:28
000137	1	000000338	                	20	0	2017/09/05  08:50:21
000138	1	000000101	                	20	0	2017/09/05  09:12:37
000139	1	000000104	                	20	0	2017/09/05  17:05:22
000140	1	000000338	                	20	0	2017/09/06  07:38:45
000141	1	000000042	                	20	0	2017/09/06  07:44:18
000142	1	000000335	                	20	0	2017/09/06  07:45:09
000143	1	000000101	                	20	0	2017/09/06  07:47:22
000144	1	000000104	                	20	0	2017/09/06  07:56:02
000145	1	000000288	                	20	0	2017/09/06  14:25:02
000146	1	000000042	                	20	0	2017/09/06  14:41:47
000147	1	000000338	                	20	0	2017/09/07  07:40:11
000148	1	000000042	                	20	0	2017/09/07  07:44:54
000149	1	000000288	                	20	0	2017/09/07  07:45:47
000150	1	000000017	                	20	0	2017/09/07  07:45:51
000151	1	000000335	                	20	0	2017/09/07  07:45:57
000152	1	000000101	                	20	0	2017/09/07  07:46:04
000153	1	000000104	                	20	0	2017/09/07  07:51:31
000154	1	000000270	                	20	0	2017/09/07  07:58:18
000155	1	000000335	                	20	0	2017/09/07  14:23:25
000156	1	000000042	                	20	0	2017/09/07  14:24:14
000157	1	000000338	                	20	0	2017/09/07  16:34:37
000158	1	000000104	                	20	0	2017/09/07  17:11:49
000159	1	000000338	                	20	0	2017/09/08  07:40:35
000160	1	000000042	                	20	0	2017/09/08  07:46:43
000161	1	000000335	                	20	0	2017/09/08  07:46:51
000162	1	000000104	                	20	0	2017/09/08  08:02:19
000163	1	000000335	                	20	0	2017/09/08  14:23:35
000164	1	000000321	                	20	0	2017/09/08  14:23:41
000165	1	000000338	                	20	0	2017/09/08  14:27:33
000166	1	000000270	                	20	0	2017/09/08  14:27:46
000167	1	000000042	                	20	0	2017/09/08  14:43:26
000168	1	000000338	                	20	0	2017/09/11  07:39:05
000169	1	000000335	                	20	0	2017/09/11  07:40:48
000170	1	000000017	                	20	0	2017/09/11  07:40:54
000171	1	000000042	                	20	0	2017/09/11  07:42:31
000172	1	000000270	                	20	0	2017/09/11  07:44:18
000173	1	000000104	                	20	0	2017/09/11  07:57:06
000174	1	000000335	                	20	0	2017/09/11  14:20:11
000175	1	000000321	                	20	0	2017/09/11  14:20:29
000176	1	000000288	                	20	0	2017/09/11  14:20:35
000177	1	000000042	                	20	0	2017/09/11  14:42:36
000178	1	000000338	                	20	0	2017/09/11  14:48:32
000179	1	000000338	                	20	0	2017/09/12  07:37:21
000180	1	000000101	                	20	0	2017/09/12  07:43:07
000181	1	000000035	                	20	0	2017/09/12  13:06:14
000182	1	000000101	                	20	0	2017/09/13  07:29:11
000183	1	000000270	                	20	0	2017/09/13  07:38:14
000184	1	000000338	                	20	0	2017/09/13  07:39:49
000185	1	000000106	                	20	0	2017/09/13  07:44:38
000186	1	000000335	                	20	0	2017/09/13  07:45:17
000187	1	000000104	                	20	0	2017/09/13  07:54:22
000188	1	000000042	                	20	0	2017/09/13  07:58:14
000189	1	000000035	                	20	0	2017/09/13  08:02:48
000190	1	000000338	                	20	0	2017/09/13  12:34:20
000191	1	000000335	                	20	0	2017/09/13  14:22:08
000192	1	000000042	                	20	0	2017/09/13  14:42:49
000193	1	000000101	                	20	0	2017/09/13  18:41:40
000194	1	000000042	                	20	0	2017/09/14  07:41:59
000195	1	000000335	                	20	0	2017/09/14  07:42:48
000196	1	000000338	                	20	0	2017/09/14  07:44:20
000197	1	000000270	                	20	0	2017/09/14  07:48:10
000198	1	000000338	                	20	0	2017/09/14  12:29:41
000199	1	000000042	                	20	0	2017/09/14  14:21:34
000200	1	000000102	                	20	0	2017/09/14  16:29:54
000201	1	000000038	                	20	0	2017/09/14  16:30:46
000202	1	000000104	                	20	0	2017/09/14  16:34:25
000203	1	000000018	                	20	0	2017/09/14  18:05:48
000204	1	000000338	                	20	0	2017/09/15  07:40:47
000205	1	000000101	                	20	0	2017/09/15  07:43:02
000206	1	000000017	                	20	0	2017/09/15  07:44:02
000207	1	000000104	                	20	0	2017/09/15  07:46:34
000208	1	000000270	                	20	0	2017/09/15  07:55:59
000209	1	000000270	                	20	0	2017/09/15  14:24:19
000210	1	000000017	                	20	0	2017/09/15  14:24:26
000211	1	000000338	                	20	0	2017/09/15  15:04:46
000212	1	000000104	                	20	0	2017/09/15  17:39:39
000213	1	000000101	                	20	0	2017/09/15  18:46:50
000214	1	000000338	                	20	0	2017/09/16  07:40:31
000215	1	000000101	                	20	0	2017/09/16  07:44:27
000216	1	000000017	                	20	0	2017/09/16  07:44:45
000217	1	000000270	                	20	0	2017/09/16  07:50:49
000218	1	000000104	                	20	0	2017/09/16  08:03:13
000219	1	000099999	                	2	0	2017/09/16  10:14:36
000220	1	000000035	                	20	0	2017/09/16  12:35:19
000221	1	000000270	                	20	0	2017/09/16  14:25:59
000222	1	000000027	                	20	0	2017/09/16  14:26:09
000223	1	000000017	                	20	0	2017/09/16  14:26:38
000224	1	000000338	                	20	0	2017/09/16  15:17:56
000225	1	000000104	                	20	0	2017/09/16  16:30:56
000226	1	000000101	                	20	0	2017/09/16  18:16:05
000227	1	000000101	                	20	0	2017/09/18  07:39:47
000228	1	000000338	                	20	0	2017/09/18  07:40:36
000229	1	000000042	                	20	0	2017/09/18  07:41:21
000230	1	000000017	                	20	0	2017/09/18  07:44:35
000231	1	000000270	                	20	0	2017/09/18  07:45:15
000232	1	000000104	                	20	0	2017/09/18  07:49:15
000233	1	000000027	                	20	0	2017/09/18  07:50:06
000234	1	000000335	                	20	0	2017/09/18  14:20:35
000235	1	000000017	                	20	0	2017/09/18  14:20:53
000236	1	000000042	                	20	0	2017/09/18  14:25:48
000237	1	000000071	                	20	0	2017/09/18  14:30:15
000238	1	000000338	                	20	0	2017/09/18  15:08:43
000239	1	000000101	                	20	0	2017/09/18  18:02:41
000240	1	000000338	                	20	0	2017/09/19  07:39:37
000241	1	000000042	                	20	0	2017/09/19  07:42:00
000242	1	000000104	                	20	0	2017/09/19  07:44:24
000243	1	000000101	                	20	0	2017/09/19  07:46:31
000244	1	000000027	                	20	0	2017/09/19  07:47:37
000245	1	000000341	                	20	0	2017/09/19  14:20:18
000246	1	000000042	                	20	0	2017/09/19  14:21:10
000247	1	000000323	                	20	0	2017/09/19  14:23:08
000248	1	000000328	                	20	0	2017/09/19  14:23:14
000249	1	000000270	                	20	0	2017/09/19  14:25:35
000250	1	000000027	                	20	0	2017/09/19  14:45:22
000251	1	000000338	                	20	0	2017/09/19  15:06:28
000252	1	000000104	                	20	0	2017/09/19  16:07:32
000253	1	000000101	                	20	0	2017/09/19  18:26:12
000254	1	000000101	                	20	0	2017/09/20  07:41:02
000255	1	000000295	                	20	0	2017/09/20  07:41:40
000256	1	000000270	                	20	0	2017/09/20  07:43:21
000257	1	000000017	                	20	0	2017/09/20  07:44:19
000258	1	000000042	                	20	0	2017/09/20  07:45:21
000259	1	000000338	                	20	0	2017/09/20  07:45:28
000260	1	000000104	                	20	0	2017/09/20  07:47:25
000261	1	000000027	                	20	0	2017/09/20  07:51:18
000262	1	000099999	                	2	0	2017/09/20  14:31:37
000263	1	000000001	                	20	0	2017/09/20  14:32:32
000264	1	000000339	                	20	0	2017/09/20  14:34:16
000265	1	000000338	                	20	0	2017/09/20  14:37:29
000266	1	000000042	                	20	0	2017/09/20  14:41:39
000267	1	000000104	                	20	0	2017/09/20  16:35:04
000268	1	000000101	                	20	0	2017/09/20  18:27:19
000269	1	000000338	                	20	0	2017/09/21  07:40:07
000270	1	000000323	                	20	0	2017/09/21  07:44:06
000271	1	000000104	                	20	0	2017/09/21  07:45:29
000272	1	000000101	                	20	0	2017/09/21  07:48:48
000273	1	000000027	                	20	0	2017/09/21  07:50:28
000274	1	000000338	                	20	0	2017/09/21  12:27:58
000275	1	000000335	                	20	0	2017/09/21  14:20:03
000276	1	000000321	                	20	0	2017/09/21  14:20:11
000277	1	000000004	                	20	0	2017/09/21  14:20:46
000278	1	000000048	                	20	0	2017/09/21  14:20:53
000279	1	000000032	                	20	0	2017/09/21  14:21:12
